"is_Other_Upper_Limb_Issues","is_Knee_Issues","is_Other_Issues","is_Leg_Issues","is_Foot_Issues","is_Other_Lower_Limb_Issues","is_Ankle_Issues","is_Back_Issues","age_at_injury","height_cm","weight_kg","career_before","Rk_Ttls","G","FG_Ttls","FGA_Ttls","FG._Ttls","FT_Ttls","FTA_Ttls","FT._Ttls","TRB_Ttls","AST_Ttls","PF_Ttls","PTS_Ttls","Trp.Dbl","MP_Ttls","GS_Ttls","ORB_Ttls","DRB_Ttls","STL_Ttls","BLK_Ttls","TOV_Ttls","X3P_Ttls","X3PA_Ttls","X3P._Ttls","X2P_Ttls","X2PA_Ttls","X2P._Ttls","eFG._Ttls","Rk_PrGs","FG_PrGs","FGA_PrGs","FG._PrGs","FT_PrGs","FTA_PrGs","FT._PrGs","TRB_PrGs","AST_PrGs","PF_PrGs","PTS_PrGs","MP_PrGs","GS_PrGs","ORB_PrGs","DRB_PrGs","STL_PrGs","BLK_PrGs","TOV_PrGs","X3P_PrGs","X3PA_PrGs","X3P._PrGs","X2P_PrGs","X2PA_PrGs","X2P._PrGs","eFG._PrGs"
0,0,0,1,0,0,0,0,31,187.96,86.18,9,218,66,168,443,0.379,118,138,0.855,157,197,179,507,0,1421,10,13,144,79,14,117,53,191,0.277,115,252,0.456,0.439,237,2.5,6.7,0.379,1.8,2.1,0.855,2.4,3,2.7,7.7,21.5,10,0.2,2.2,1.2,0.2,1.8,0.8,2.9,0.277,1.7,3.8,0.456,0.439
0,0,0,0,0,0,0,1,29,193.04,97.52,9,42,69,415,970,0.428,195,241,0.809,170,154,116,1243,0,2154,30,25,145,44,27,130,218,608,0.359,197,362,0.544,0.54,38,6,14.1,0.428,2.8,3.5,0.809,2.5,2.2,1.7,18,31.2,30,0.4,2.1,0.6,0.4,1.9,3.2,8.8,0.359,2.9,5.2,0.544,0.54
0,0,0,0,0,0,1,0,26,182.88,91.17,4,354,19,52,136,0.382,46,51,0.902,44,76,36,172,0,418,1,6,38,16,1,29,22,66,0.333,30,70,0.429,0.463,202,2.7,7.2,0.382,2.4,2.7,0.902,2.3,4,1.9,9.1,22,1,0.3,2,0.8,0.1,1.5,1.2,3.5,0.333,1.6,3.7,0.429,0.463
0,0,0,0,0,1,0,0,25,195.58,97.52,1,177,48,244,503,0.485,75,85,0.882,156,152,128,625,0,1436,20,23,133,41,13,66,62,161,0.385,182,342,0.532,0.547,103,5.1,10.5,0.485,1.6,1.8,0.882,3.3,3.2,2.7,13,29.9,20,0.5,2.8,0.9,0.3,1.4,1.3,3.4,0.385,3.8,7.1,0.532,0.547
0,0,0,0,1,0,0,0,26,185.42,79.38,3,174,74,223,531,0.42,116,138,0.841,170,150,84,644,0,1535,9,26,144,81,14,90,82,218,0.376,141,313,0.45,0.497,200,3,7.2,0.42,1.6,1.9,0.841,2.3,2,1.1,8.7,20.7,9,0.4,1.9,1.1,0.2,1.2,1.1,2.9,0.376,1.9,4.2,0.45,0.497
0,0,0,1,0,0,0,0,29,200.66,99.79,7,172,79,258,577,0.447,91,107,0.85,244,173,163,649,0,2034,40,30,214,47,29,99,42,132,0.318,216,445,0.485,0.484,219,3.3,7.3,0.447,1.2,1.4,0.85,3.1,2.2,2.1,8.2,25.7,40,0.4,2.7,0.6,0.4,1.3,0.5,1.7,0.318,2.7,5.6,0.485,0.484
0,0,0,0,0,0,1,0,25,203.2,95.25,5,23,77,537,1208,0.445,259,313,0.827,468,152,94,1452,0,2634,77,77,391,49,14,118,119,333,0.357,418,875,0.478,0.494,34,7,15.7,0.445,3.4,4.1,0.827,6.1,2,1.2,18.9,34.2,77,1,5.1,0.6,0.2,1.5,1.5,4.3,0.357,5.4,11.4,0.478,0.494
0,1,0,0,0,0,0,0,30,182.88,79.38,8,115,69,316,638,0.495,127,144,0.882,178,368,122,855,0,2018,64,37,141,92,15,86,96,205,0.468,220,433,0.508,0.571,120,4.6,9.2,0.495,1.8,2.1,0.882,2.6,5.3,1.8,12.4,29.2,64,0.5,2,1.3,0.2,1.2,1.4,3,0.468,3.2,6.3,0.508,0.571
0,0,0,0,0,0,1,0,27,193.04,89.81,4,357,38,55,152,0.362,25,27,0.926,64,145,67,164,0,712,3,14,50,14,0,49,29,78,0.372,26,74,0.351,0.457,378,1.4,4,0.362,0.7,0.7,0.926,1.7,3.8,1.8,4.3,18.7,3,0.4,1.3,0.4,0,1.3,0.8,2.1,0.372,0.7,1.9,0.351,0.457
0,1,0,0,0,0,0,0,25,180.34,79.38,4,320,54,84,219,0.384,32,37,0.865,92,98,58,231,0,775,2,15,77,29,2,33,31,86,0.36,53,133,0.398,0.454,380,1.6,4.1,0.384,0.6,0.7,0.865,1.7,1.8,1.1,4.3,14.4,2,0.3,1.4,0.5,0,0.6,0.6,1.6,0.36,1,2.5,0.398,0.454
1,0,0,0,0,0,0,0,27,200.66,108.86,5,255,70,130,365,0.356,49,60,0.817,257,57,149,411,0,1359,8,40,217,33,29,60,102,292,0.349,28,73,0.384,0.496,302,1.9,5.2,0.356,0.7,0.9,0.817,3.7,0.8,2.1,5.9,19.4,8,0.6,3.1,0.5,0.4,0.9,1.5,4.2,0.349,0.4,1,0.384,0.496
0,0,0,0,0,1,0,0,21,198.12,93.44,2,29,54,455,1054,0.432,289,329,0.878,244,253,168,1346,0,1865,54,26,218,47,14,194,147,384,0.383,308,670,0.46,0.501,10,8.4,19.5,0.432,5.4,6.1,0.878,4.5,4.7,3.1,24.9,34.5,54,0.5,4,0.9,0.3,3.6,2.7,7.1,0.383,5.7,12.4,0.46,0.501
0,0,0,0,1,0,0,0,27,195.58,99.79,6,420,14,22,58,0.379,11,15,0.733,41,17,22,62,0,276,6,7,34,9,4,16,7,26,0.269,15,32,0.469,0.44,376,1.6,4.1,0.379,0.8,1.1,0.733,2.9,1.2,1.6,4.4,19.7,6,0.5,2.4,0.6,0.3,1.1,0.5,1.9,0.269,1.1,2.3,0.469,0.44
0,1,0,0,0,0,0,0,23,200.66,92.08,1,113,71,320,735,0.435,133,187,0.711,260,299,159,858,0,1864,10,53,207,82,22,153,85,245,0.347,235,490,0.48,0.493,127,4.5,10.4,0.435,1.9,2.6,0.711,3.7,4.2,2.2,12.1,26.3,10,0.7,2.9,1.2,0.3,2.2,1.2,3.5,0.347,3.3,6.9,0.48,0.493
0,0,1,0,0,0,0,0,35,215.9,108.86,16,295,46,121,187,0.647,58,93,0.624,418,53,106,300,0,1151,46,134,284,16,27,59,0,0,0.333,121,187,0.647,0.647,281,2.6,4.1,0.647,1.3,2,0.624,9.1,1.2,2.3,6.5,25,46,2.9,6.2,0.3,0.6,1.3,0,0,0.333,2.6,4.1,0.647,0.647
0,0,0,0,0,0,1,0,33,203.2,108.86,14,40,78,472,1168,0.404,148,193,0.767,453,103,197,1261,0,2501,78,67,386,47,49,99,169,474,0.357,303,694,0.437,0.476,55,6.1,15,0.404,1.9,2.5,0.767,5.8,1.3,2.5,16.2,32.1,78,0.9,4.9,0.6,0.6,1.3,2.2,6.1,0.357,3.9,8.9,0.437,0.476
0,0,0,0,0,0,1,0,29,190.5,90.72,9,4,80,757,1687,0.449,417,566,0.737,804,820,200,2028,25,2914,80,152,652,147,20,381,97,326,0.298,660,1361,0.485,0.477,8,9.5,21.1,0.449,5.2,7.1,0.737,10.1,10.3,2.5,25.4,36.4,80,1.9,8.2,1.8,0.3,4.8,1.2,4.1,0.298,8.3,17,0.485,0.477
0,0,0,0,0,1,0,0,27,193.04,88,6,73,77,346,827,0.418,220,254,0.866,351,410,206,1008,0,2254,77,44,307,121,11,207,96,273,0.352,250,554,0.451,0.476,102,4.5,10.7,0.418,2.9,3.3,0.866,4.6,5.3,2.7,13.1,29.3,77,0.6,4,1.6,0.1,2.7,1.2,3.5,0.352,3.2,7.2,0.451,0.476
0,0,0,0,0,0,1,0,39,213.36,111.13,19,99,77,346,758,0.456,97,108,0.898,438,120,146,927,0,1900,77,22,416,43,45,51,138,337,0.409,208,421,0.494,0.547,131,4.5,9.8,0.456,1.3,1.4,0.898,5.7,1.6,1.9,12,24.7,77,0.3,5.4,0.6,0.6,0.7,1.8,4.4,0.409,2.7,5.5,0.494,0.547
0,0,0,0,0,0,0,1,31,195.58,99.79,8,127,63,283,697,0.406,83,101,0.822,198,172,140,802,0,2131,63,28,170,76,16,83,153,402,0.381,130,295,0.441,0.516,112,4.5,11.1,0.406,1.3,1.6,0.822,3.1,2.7,2.2,12.7,33.8,63,0.4,2.7,1.2,0.3,1.3,2.4,6.4,0.381,2.1,4.7,0.441,0.516
0,0,0,1,0,0,0,0,20,208.28,100.7,0,363,53,64,136,0.471,10,16,0.625,82,9,45,156,0,459,0,29,53,5,4,10,18,42,0.429,46,94,0.489,0.537,442,1.2,2.6,0.471,0.2,0.3,0.625,1.5,0.2,0.8,2.9,8.7,0,0.5,1,0.1,0.1,0.2,0.3,0.8,0.429,0.9,1.8,0.489,0.537
0,1,0,0,0,0,0,0,32,210.82,117.93,11,13,75,687,1347,0.51,334,399,0.837,635,152,161,1735,0,2509,75,246,389,43,90,111,27,92,0.293,660,1255,0.526,0.52,12,9.2,18,0.51,4.5,5.3,0.837,8.5,2,2.1,23.1,33.5,75,3.3,5.2,0.6,1.2,1.5,0.4,1.2,0.293,8.8,16.7,0.526,0.52
0,0,0,0,0,0,0,1,22,177.8,68.04,1,201,71,214,551,0.388,84,101,0.832,128,311,120,554,0,1658,43,24,104,70,7,127,42,146,0.288,172,405,0.425,0.426,234,3,7.8,0.388,1.2,1.4,0.832,1.8,4.4,1.7,7.8,23.4,43,0.3,1.5,1,0.1,1.8,0.6,2.1,0.288,2.4,5.7,0.425,0.426
1,0,0,0,0,0,0,0,27,200.66,104.33,5,136,70,281,619,0.454,134,173,0.775,535,508,185,773,3,2287,70,75,460,95,91,202,77,256,0.301,204,363,0.562,0.516,152,4,8.8,0.454,1.9,2.5,0.775,7.6,7.3,2.6,11,32.7,70,1.1,6.6,1.4,1.3,2.9,1.1,3.7,0.301,2.9,5.2,0.562,0.516
0,0,0,1,0,0,0,0,27,210.82,103.87,5,164,76,287,502,0.572,90,158,0.57,513,114,202,665,0,1970,69,150,363,45,109,84,1,7,0.143,286,495,0.578,0.573,193,3.8,6.6,0.572,1.2,2.1,0.57,6.8,1.5,2.7,8.8,25.9,69,2,4.8,0.6,1.4,1.1,0,0.1,0.143,3.8,6.5,0.578,0.573
0,0,0,0,0,0,1,0,24,198.12,103.42,2,316,38,87,202,0.431,28,38,0.737,93,25,54,236,0,519,0,25,68,15,7,16,34,103,0.33,53,99,0.535,0.515,294,2.3,5.3,0.431,0.7,1,0.737,2.4,0.7,1.4,6.2,13.7,0,0.7,1.8,0.4,0.2,0.4,0.9,2.7,0.33,1.4,2.6,0.535,0.515
0,1,0,0,0,0,0,0,23,195.58,104.33,1,282,35,116,269,0.431,44,59,0.746,56,66,59,325,0,692,9,16,40,18,5,54,49,122,0.402,67,147,0.456,0.522,186,3.3,7.7,0.431,1.3,1.7,0.746,1.6,1.9,1.7,9.3,19.8,9,0.5,1.1,0.5,0.1,1.5,1.4,3.5,0.402,1.9,4.2,0.456,0.522
1,0,0,0,0,0,0,0,30,208.28,106.59,11,144,46,184,401,0.459,72,90,0.8,251,51,92,501,0,1175,40,74,177,44,17,43,61,170,0.359,123,231,0.532,0.535,154,4,8.7,0.459,1.6,2,0.8,5.5,1.1,2,10.9,25.5,40,1.6,3.8,1,0.4,0.9,1.3,3.7,0.359,2.7,5,0.532,0.535
1,0,0,0,0,0,0,0,22,200.66,83.91,1,322,57,92,225,0.409,26,34,0.765,82,81,67,229,0,961,10,16,66,43,10,41,19,80,0.238,73,145,0.503,0.451,396,1.6,3.9,0.409,0.5,0.6,0.765,1.4,1.4,1.2,4,16.9,10,0.3,1.2,0.8,0.2,0.7,0.3,1.4,0.238,1.3,2.5,0.503,0.451
0,0,0,1,0,0,0,0,27,198.12,97.52,0,358,39,62,137,0.453,22,35,0.629,127,25,63,163,0,629,5,40,87,12,15,20,17,58,0.293,45,79,0.57,0.515,383,1.6,3.5,0.453,0.6,0.9,0.629,3.3,0.6,1.6,4.2,16.1,5,1,2.2,0.3,0.4,0.5,0.4,1.5,0.293,1.2,2,0.57,0.515
0,0,1,0,0,0,0,0,35,215.9,108.86,16,295,46,121,187,0.647,58,93,0.624,418,53,106,300,0,1151,46,134,284,16,27,59,0,0,0.333,121,187,0.647,0.647,281,2.6,4.1,0.647,1.3,2,0.624,9.1,1.2,2.3,6.5,25,46,2.9,6.2,0.3,0.6,1.3,0,0,0.333,2.6,4.1,0.647,0.647
1,0,0,0,0,0,0,0,31,208.28,117.93,5,226,81,210,446,0.471,59,78,0.756,434,93,200,482,0,1485,67,130,304,22,51,80,3,21,0.143,207,425,0.487,0.474,299,2.6,5.5,0.471,0.7,1,0.756,5.4,1.1,2.5,6,18.3,67,1.6,3.8,0.3,0.6,1,0,0.3,0.143,2.6,5.2,0.487,0.474
0,0,1,0,0,0,0,0,28,198.12,99.79,8,71,52,366,809,0.452,164,209,0.785,265,269,96,1010,0,1607,32,44,221,57,17,117,114,286,0.399,252,523,0.482,0.523,30,7,15.6,0.452,3.2,4,0.785,5.1,5.2,1.8,19.4,30.9,32,0.8,4.3,1.1,0.3,2.3,2.2,5.5,0.399,4.8,10.1,0.482,0.523
0,1,0,0,0,0,0,0,20,198.12,86.18,0,211,52,203,564,0.36,32,71,0.451,360,376,117,528,2,1780,50,69,291,88,43,136,90,295,0.305,113,269,0.42,0.44,165,3.9,10.8,0.36,0.6,1.4,0.451,6.9,7.2,2.3,10.2,34.2,50,1.3,5.6,1.7,0.8,2.6,1.7,5.7,0.305,2.2,5.2,0.42,0.44
0,1,0,0,0,0,0,0,28,203.2,107.05,6,33,59,437,921,0.474,363,425,0.854,314,288,78,1307,0,2164,59,79,235,116,24,108,70,200,0.35,367,721,0.509,0.512,19,7.4,15.6,0.474,6.2,7.2,0.854,5.3,4.9,1.3,22.2,36.7,59,1.3,4,2,0.4,1.8,1.2,3.4,0.35,6.2,12.2,0.509,0.512
0,0,0,0,0,0,0,1,31,205.74,106.59,10,116,78,295,618,0.477,203,234,0.868,246,99,149,846,0,1828,14,60,186,41,34,75,53,170,0.312,242,448,0.54,0.52,156,3.8,7.9,0.477,2.6,3,0.868,3.2,1.3,1.9,10.8,23.4,14,0.8,2.4,0.5,0.4,1,0.7,2.2,0.312,3.1,5.7,0.54,0.52
0,0,0,0,0,0,1,0,21,210.82,107.5,1,271,62,161,265,0.608,38,57,0.667,250,40,125,360,0,943,6,75,175,15,39,32,0,0,0.429,161,265,0.608,0.608,309,2.6,4.3,0.608,0.6,0.9,0.667,4,0.6,2,5.8,15.2,6,1.2,2.8,0.2,0.6,0.5,0,0,0.429,2.6,4.3,0.608,0.608
0,1,0,0,0,0,0,0,37,213.36,113.4,16,135,77,287,627,0.458,158,209,0.756,619,238,121,775,1,1812,63,129,490,24,79,108,43,120,0.358,244,507,0.481,0.492,169,3.7,8.1,0.458,2.1,2.7,0.756,8,3.1,1.6,10.1,23.5,63,1.7,6.4,0.3,1,1.4,0.6,1.6,0.358,3.2,6.6,0.481,0.492
0,0,1,0,0,0,0,0,24,203.2,104.33,3,37,65,529,1063,0.498,193,255,0.757,333,85,149,1271,0,2142,65,125,208,65,41,85,20,90,0.222,509,973,0.523,0.507,29,8.1,16.4,0.498,3,3.9,0.757,5.1,1.3,2.3,19.6,33,65,1.9,3.2,1,0.6,1.3,0.3,1.4,0.222,7.8,15,0.523,0.507
1,0,0,0,0,0,0,0,22,195.58,94.8,0,221,63,176,375,0.469,66,94,0.702,263,80,107,496,0,1461,23,42,221,47,16,47,78,197,0.396,98,178,0.551,0.573,227,2.8,6,0.469,1,1.5,0.702,4.2,1.3,1.7,7.9,23.2,23,0.7,3.5,0.7,0.3,0.7,1.2,3.1,0.396,1.6,2.8,0.551,0.573
0,0,1,0,0,0,0,0,35,215.9,108.86,16,295,46,121,187,0.647,58,93,0.624,418,53,106,300,0,1151,46,134,284,16,27,59,0,0,0.333,121,187,0.647,0.647,281,2.6,4.1,0.647,1.3,2,0.624,9.1,1.2,2.3,6.5,25,46,2.9,6.2,0.3,0.6,1.3,0,0,0.333,2.6,4.1,0.647,0.647
0,1,0,0,0,0,0,0,24,205.74,97.52,5,264,59,147,297,0.495,42,59,0.712,162,53,103,385,0,1264,37,46,116,48,43,40,49,118,0.415,98,179,0.547,0.577,282,2.5,5,0.495,0.7,1,0.712,2.7,0.9,1.7,6.5,21.4,37,0.8,2,0.8,0.7,0.7,0.8,2,0.415,1.7,3,0.547,0.577
0,0,0,0,0,0,0,1,31,205.74,106.59,10,116,78,295,618,0.477,203,234,0.868,246,99,149,846,0,1828,14,60,186,41,34,75,53,170,0.312,242,448,0.54,0.52,156,3.8,7.9,0.477,2.6,3,0.868,3.2,1.3,1.9,10.8,23.4,14,0.8,2.4,0.5,0.4,1,0.7,2.2,0.312,3.1,5.7,0.54,0.52
1,0,0,0,0,0,0,0,23,198.12,96.62,1,208,56,181,429,0.422,124,159,0.78,131,177,138,533,0,1326,46,23,108,38,26,81,47,142,0.331,134,287,0.467,0.477,180,3.2,7.7,0.422,2.2,2.8,0.78,2.3,3.2,2.5,9.5,23.7,46,0.4,1.9,0.7,0.5,1.4,0.8,2.5,0.331,2.4,5.1,0.467,0.477
0,0,0,0,0,0,0,1,24,213.36,108.86,2,96,73,388,773,0.502,153,247,0.619,510,172,185,932,0,2044,57,131,379,77,67,109,3,12,0.25,385,761,0.506,0.504,110,5.3,10.6,0.502,2.1,3.4,0.619,7,2.4,2.5,12.8,28,57,1.8,5.2,1.1,0.9,1.5,0,0.2,0.25,5.3,10.4,0.506,0.504
0,0,0,0,0,1,0,0,20,205.74,86.18,1,91,59,358,761,0.47,192,282,0.681,314,230,163,949,0,1975,59,57,257,45,43,149,41,105,0.39,317,656,0.483,0.497,58,6.1,12.9,0.47,3.3,4.8,0.681,5.3,3.9,2.8,16.1,33.5,59,1,4.4,0.8,0.7,2.5,0.7,1.8,0.39,5.4,11.1,0.483,0.497
0,0,0,0,0,0,1,0,32,210.82,117.93,11,13,75,687,1347,0.51,334,399,0.837,635,152,161,1735,0,2509,75,246,389,43,90,111,27,92,0.293,660,1255,0.526,0.52,12,9.2,18,0.51,4.5,5.3,0.837,8.5,2,2.1,23.1,33.5,75,3.3,5.2,0.6,1.2,1.5,0.4,1.2,0.293,8.8,16.7,0.526,0.52
0,0,0,0,0,1,0,0,31,195.58,99.79,8,127,63,283,697,0.406,83,101,0.822,198,172,140,802,0,2131,63,28,170,76,16,83,153,402,0.381,130,295,0.441,0.516,112,4.5,11.1,0.406,1.3,1.6,0.822,3.1,2.7,2.2,12.7,33.8,63,0.4,2.7,1.2,0.3,1.3,2.4,6.4,0.381,2.1,4.7,0.441,0.516
0,0,0,0,0,0,1,0,26,205.74,107.95,6,292,53,132,235,0.562,43,79,0.544,352,33,102,307,0,1072,22,126,226,16,17,36,0,0,0.308,132,235,0.562,0.562,313,2.5,4.4,0.562,0.8,1.5,0.544,6.6,0.6,1.9,5.8,20.2,22,2.4,4.3,0.3,0.3,0.7,0,0,0.1,2.5,4.4,0.562,0.562
0,1,0,0,0,0,0,0,25,190.5,87.54,6,21,60,534,1087,0.491,232,261,0.889,227,306,122,1466,0,1931,60,33,194,65,17,140,166,407,0.408,368,680,0.541,0.568,11,8.9,18.1,0.491,3.9,4.4,0.889,3.8,5.1,2,24.4,32.2,60,0.6,3.2,1.1,0.3,2.3,2.8,6.8,0.408,6.1,11.3,0.541,0.568
0,1,0,0,0,0,0,0,21,198.12,91.63,2,418,5,2,6,0.333,0,0,1,4,0,2,5,0,35,0,1,3,1,0,2,1,2,0.5,1,4,0.25,0.417,459,0.4,1.2,0.333,0,0,1,0.8,0,0.4,1,7,0,0.2,0.6,0.2,0,0.4,0.2,0.4,0.5,0.2,0.8,0.25,0.417
0,1,0,0,0,0,0,0,26,193.04,92.99,4,152,79,232,575,0.403,56,64,0.875,127,48,137,703,0,1622,15,12,115,26,5,56,183,458,0.4,49,117,0.419,0.563,190,2.9,7.3,0.403,0.7,0.8,0.875,1.6,0.6,1.7,8.9,20.5,15,0.2,1.5,0.3,0.1,0.7,2.3,5.8,0.4,0.6,1.5,0.419,0.563
0,0,0,0,0,0,1,0,28,190.5,86.18,1,278,54,109,285,0.382,74,92,0.804,100,163,82,338,0,1014,3,9,91,35,6,66,46,124,0.371,63,161,0.391,0.463,290,2,5.3,0.382,1.4,1.7,0.804,1.9,3,1.5,6.3,18.8,3,0.2,1.7,0.6,0.1,1.2,0.9,2.3,0.371,1.2,3,0.391,0.463
0,1,0,0,0,0,0,0,30,208.28,95.25,10,375,1,2,3,0.667,0,0,0.8,2,0,3,4,0,15,0,1,1,0,1,0,0,0,0.5,2,3,0.667,0.667,348,2,3,0.667,0,0,0.8,2,0,3,4,15,0,1,1,0,1,0,0,0,0.333,2,3,0.667,0.667
1,0,0,0,0,0,0,0,37,205.74,113.4,14,222,73,216,378,0.571,60,79,0.759,238,138,120,495,0,999,0,64,174,47,75,80,3,8,0.375,213,370,0.576,0.575,269,3,5.2,0.571,0.8,1.1,0.759,3.3,1.9,1.6,6.8,13.7,0,0.9,2.4,0.6,1,1.1,0,0.1,0.375,2.9,5.1,0.576,0.575
0,0,0,0,0,0,0,1,28,213.36,114.76,5,242,24,62,105,0.59,17,19,0.895,111,19,48,141,0,406,1,47,64,7,14,12,0,2,0,62,103,0.602,0.59,270,2.6,4.4,0.59,0.7,0.8,0.895,4.6,0.8,2,5.9,16.9,1,2,2.7,0.3,0.6,0.5,0,0.1,0,2.6,4.3,0.602,0.59
0,0,0,0,0,0,0,1,21,200.66,111.13,2,182,69,210,560,0.375,112,145,0.772,252,112,169,599,0,1894,50,33,219,95,14,77,67,234,0.286,143,326,0.439,0.435,197,3,8.1,0.375,1.6,2.1,0.772,3.7,1.6,2.4,8.7,27.4,50,0.5,3.2,1.4,0.2,1.1,1,3.4,0.286,2.1,4.7,0.439,0.435
0,0,0,0,0,0,0,1,24,203.2,104.33,3,37,65,529,1063,0.498,193,255,0.757,333,85,149,1271,0,2142,65,125,208,65,41,85,20,90,0.222,509,973,0.523,0.507,29,8.1,16.4,0.498,3,3.9,0.757,5.1,1.3,2.3,19.6,33,65,1.9,3.2,1,0.6,1.3,0.3,1.4,0.222,7.8,15,0.523,0.507
1,0,0,0,0,0,0,0,34,198.12,97.52,13,266,64,148,320,0.463,55,87,0.632,246,210,99,384,0,1622,7,50,196,54,38,67,33,117,0.282,115,203,0.567,0.514,300,2.3,5,0.463,0.9,1.4,0.632,3.8,3.3,1.5,6,25.3,7,0.8,3.1,0.8,0.6,1,0.5,1.8,0.282,1.8,3.2,0.567,0.514
0,0,0,0,0,0,1,0,23,205.74,101.6,0,306,57,116,185,0.627,30,44,0.682,207,102,92,262,0,809,13,60,147,35,56,51,0,4,0,116,181,0.641,0.627,365,2,3.2,0.627,0.5,0.8,0.682,3.6,1.8,1.6,4.6,14.2,13,1.1,2.6,0.6,1,0.9,0,0.1,0,2,3.2,0.641,0.627
1,0,0,0,0,0,0,0,29,208.28,102.06,9,283,21,102,256,0.398,81,87,0.931,101,41,30,321,0,671,21,9,92,12,10,26,36,111,0.324,66,145,0.455,0.469,65,4.9,12.2,0.398,3.9,4.1,0.931,4.8,2,1.4,15.3,32,21,0.4,4.4,0.6,0.5,1.2,1.7,5.3,0.324,3.1,6.9,0.455,0.469
0,0,0,1,0,0,0,0,31,187.96,86.18,9,218,66,168,443,0.379,118,138,0.855,157,197,179,507,0,1421,10,13,144,79,14,117,53,191,0.277,115,252,0.456,0.439,237,2.5,6.7,0.379,1.8,2.1,0.855,2.4,3,2.7,7.7,21.5,10,0.2,2.2,1.2,0.2,1.8,0.8,2.9,0.277,1.7,3.8,0.456,0.439
0,0,0,0,0,0,0,1,20,190.5,77.11,0,118,73,328,797,0.412,141,195,0.723,204,320,163,844,0,2026,61,33,171,70,20,173,47,153,0.307,281,644,0.436,0.441,140,4.5,10.9,0.412,1.9,2.7,0.723,2.8,4.4,2.2,11.6,27.8,61,0.5,2.3,1,0.3,2.4,0.6,2.1,0.307,3.8,8.8,0.436,0.441
0,1,0,0,0,0,0,0,25,200.66,92.99,5,69,57,368,802,0.459,150,173,0.867,180,165,138,1013,0,1837,57,23,157,47,16,95,127,335,0.379,241,467,0.516,0.538,40,6.5,14.1,0.459,2.6,3,0.867,3.2,2.9,2.4,17.8,32.2,57,0.4,2.8,0.8,0.3,1.7,2.2,5.9,0.379,4.2,8.2,0.516,0.538
0,0,0,0,0,1,0,0,30,203.2,102.06,10,148,74,281,631,0.445,88,114,0.772,398,159,156,738,0,2346,71,102,296,43,39,92,88,246,0.358,193,385,0.501,0.515,171,3.8,8.5,0.445,1.2,1.5,0.772,5.4,2.1,2.1,10,31.7,71,1.4,4,0.6,0.5,1.2,1.2,3.3,0.358,2.6,5.2,0.501,0.515
0,0,0,0,1,0,0,0,25,195.58,83.01,2,200,69,201,432,0.465,97,117,0.829,198,200,81,555,0,1433,4,45,153,72,33,78,56,153,0.366,145,279,0.52,0.53,223,2.9,6.3,0.465,1.4,1.7,0.829,2.9,2.9,1.2,8,20.8,4,0.7,2.2,1,0.5,1.1,0.8,2.2,0.366,2.1,4,0.52,0.53
0,0,0,0,0,0,1,0,29,190.5,86.18,8,30,51,428,864,0.495,278,302,0.921,261,310,114,1346,0,1631,51,36,225,80,8,153,212,501,0.423,216,363,0.595,0.618,6,8.4,16.9,0.495,5.5,5.9,0.921,5.1,6.1,2.2,26.4,32,51,0.7,4.4,1.6,0.2,3,4.2,9.8,0.423,4.2,7.1,0.595,0.618
0,0,0,0,0,1,0,0,28,213.36,120.2,7,143,54,312,578,0.54,128,182,0.703,618,54,131,754,0,1364,54,174,444,37,94,92,2,2,1,310,576,0.538,0.542,85,5.8,10.7,0.54,2.4,3.4,0.703,11.4,1,2.4,14,25.3,54,3.2,8.2,0.7,1.7,1.7,0,0,1,5.7,10.7,0.538,0.542
0,1,0,0,0,0,0,0,20,190.5,88.45,0,60,69,404,1024,0.395,134,193,0.694,260,358,152,1048,1,2049,69,50,210,71,18,194,106,339,0.313,298,685,0.435,0.446,68,5.9,14.8,0.395,1.9,2.8,0.694,3.8,5.2,2.2,15.2,29.7,69,0.7,3,1,0.3,2.8,1.5,4.9,0.313,4.3,9.9,0.435,0.446
0,1,0,0,0,0,0,0,21,203.2,93.89,0,102,79,347,841,0.413,143,213,0.671,347,183,209,910,0,1988,29,66,281,74,56,173,73,225,0.324,274,616,0.445,0.456,137,4.4,10.6,0.413,1.8,2.7,0.671,4.4,2.3,2.6,11.5,25.2,29,0.8,3.6,0.9,0.7,2.2,0.9,2.8,0.324,3.5,7.8,0.445,0.456
0,0,1,0,0,0,0,0,19,200.66,83.46,0,342,61,70,169,0.414,9,10,0.9,47,19,83,189,0,763,12,19,28,24,10,11,40,120,0.333,30,49,0.612,0.533,431,1.1,2.8,0.414,0.1,0.2,0.9,0.8,0.3,1.4,3.1,12.5,12,0.3,0.5,0.4,0.2,0.2,0.7,2,0.333,0.5,0.8,0.612,0.533
0,0,0,0,0,1,0,0,22,203.2,95.25,0,314,61,90,186,0.484,26,46,0.565,120,41,78,238,0,672,12,19,101,22,3,32,32,87,0.368,58,99,0.586,0.57,401,1.5,3,0.484,0.4,0.8,0.565,2,0.7,1.3,3.9,11,12,0.3,1.7,0.4,0,0.5,0.5,1.4,0.368,1,1.6,0.586,0.57
